Componente,Valor,Aplica
Cgen,435600.451243681,true
Cfijo,2164.0000000000005,true
Carr,8131.799999999995,true
Cvert,0.0,false
CSOC,0.0,true
CBESS,416.33354970472453,true
Total,446312.58479338547,true
